5,1,28848,27739,27519
5,2,103356,171706,30568
5,3,69658,151398,55554
5,4,83676,197301,66606
5,5,128228,171954,70225
5,6,1735296,248938,105400
5,7,299872,335933,145957
5,8,1643971,445617,204463
5,9,969134,487919,209161
5,10,206944,451568,204274
5,11,224130,477216,221170
5,12,411423,565661,284073
5,13,314173,614633,287738
5,14,284301,603546,277574
5,15,253098,494778,248711
5,16,295042,608416,292577
5,17,253900,533769,253550
5,18,284983,589237,281305
5,19,297700,632047,297225
5,20,343146,642455,339086
5,21,375136,728513,369674
5,22,493387,862883,480111
5,23,503113,914674,494135
5,24,415679,816690,415325
5,25,396125,736378,392382
5,26,468342,863334,463392
5,27,444273,870351,439998
5,28,422085,836189,421804
5,29,468259,874211,467205
5,30,545779,915191,524740
5,31,1723527,1089544,615161
5,32,2116697,1153457,671557
5,33,771136,1310655,715498
5,34,963299,1109337,589440
5,35,3112382,1194089,688682
5,36,889808,1192272,695274
5,37,915653,1458635,776188
5,38,558534,995854,555645
5,39,652837,1134161,641068
5,40,610944,1105896,606300
5,41,588993,1026058,576211
5,42,586243,1021007,582342
5,43,621713,1131222,616525
5,44,797369,1431273,779086
5,45,835880,1438880,831070
5,46,911818,1598684,898487
5,47,881781,1498137,879359
5,48,761467,1319512,759054
5,49,741898,1358535,739311
5,50,805312,1378887,801576
10,1,63660,62744,62515
10,2,132293,129685,42426
10,3,143823,128860,40865
10,4,126132,197221,54538
10,5,175012,272009,69070
10,6,176937,263388,91517
10,7,861409,913099,246516
10,8,242186,407562,175511
10,9,536442,529367,207112
10,10,222057,487387,199118
10,11,226720,515747,224138
10,12,278892,556041,239774
10,13,296795,623029,259967
10,14,323979,692831,314518
10,15,8027044,681589,306723
10,16,313336,761781,307533
10,17,271392,630703,271171
10,18,303229,720036,289151
10,19,317910,718531,306159
10,20,328875,656435,323153
10,21,344458,779097,341909
10,22,423251,865593,404123
10,23,378254,747358,377971
10,24,459097,834368,437302
10,25,531858,1000720,531480
10,26,387431,831376,382780
10,27,366130,679749,365930
10,28,466700,895881,451602
10,29,495871,988613,487346
10,30,513862,1007273,513611
10,31,638497,887456,461421
10,32,507324,984238,507121
10,33,505756,894390,505543
10,34,486873,977362,484871
10,35,498810,998803,496412
10,36,588829,1131480,588896
10,37,552539,1015540,552392
10,38,647697,1204123,642429
10,39,584398,1097092,584221
10,40,605342,1125788,602948
10,41,654054,1218344,650070
10,42,646074,1169700,642909
10,43,707510,1318159,707255
10,44,767753,1435212,753620
10,45,666528,1212575,664414
10,46,744975,1326752,732218
10,47,678168,1232248,667013
10,48,806810,1479716,804336
10,49,685696,1254996,682918
10,50,1237420,1488150,779974
10,51,644711,1151178,642609
10,52,809826,1473964,805162
10,53,947763,1431129,803536
10,54,1082348,1674647,922498
10,55,777457,1439456,775263
10,56,732680,1346266,730450
10,57,900749,1628369,900767
10,58,869171,1602781,864451
10,59,920733,1599669,875203
10,60,1038104,1862160,1034361
10,61,1002325,1839103,988615
10,62,897078,1671302,894136
10,63,1052117,1839676,1051773
10,64,864847,1585127,861495
10,65,1523675,1800206,1000081
10,66,978253,1716805,976131
10,67,1236326,2215420,1228499
10,68,986191,1752371,984284
10,69,1120408,1814951,997384
10,70,904656,1578146,890488
10,71,1090131,1966848,1087791
10,72,1177668,2090449,1163955
10,73,1165705,1987471,1165642
10,74,1238294,2192387,1185754
10,75,1118853,1909494,1103209
10,76,1055655,1777191,1027274
10,77,1180382,1998506,1177246
10,78,1125003,1940135,1115163
10,79,1258149,2103173,1239533
10,80,1479926,2480098,1404650
10,81,1411067,2464719,1393833
10,82,1059303,1898988,1057073
10,83,996558,1740299,981256
10,84,975076,1754419,973307
10,85,992892,1711965,989943
10,86,1054493,1932647,1054354
10,87,1129770,1984597,1126180
10,88,1549406,2623697,1531622
10,89,1197941,2077254,1186160
10,90,1403408,2362475,1333355
10,91,1395828,2346337,1392381
10,92,1538280,2561793,1479433
10,93,1217919,2262386,1208634
10,94,2001949,3449102,1338625
10,95,1518053,3301525,1275225
10,96,1416427,2144549,1251150
10,97,1323601,2352657,1317042
10,98,1647017,2728355,1615817
10,99,1203930,2087316,1195156
10,100,1718229,2902533,1714477
10,101,1242368,2079064,1242215
10,102,1748909,2873396,1707258
10,103,1706060,2774953,1701223
10,104,1414879,2376518,1412632
10,105,1543447,2682800,1543204
10,106,3781996,2430263,1445340
10,107,1897406,3228782,1891090
10,108,1961398,3129304,1922296
10,109,1753031,2913992,1752828
